ImageUrlS,ImageUrlM,ImageUrlL,ISBN,ISBN13,Title,Author,PublicationYear,Publisher,Rating,Quantity
http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679429220.01.LZZZZZZZ.jpg,0679429220,9780679429227.0,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House,3.2,3
http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,0671867156,9780671867157.0,Pretend You Don't See Her,Mary Higgins Clark,1998,Pocket,2.6,3
http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252617.01.LZZZZZZZ.jpg,0312252617,9780312252618.0,Fast Women,Jennifer Crusie,2001,St. Martin's Press,3.8,3
http://images.amazon.com/images/P/0312261594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312261594.01.LZZZZZZZ.jpg,0312261594,9780312261597.0,Female Intelligence,Jane Heller,2001,St. Martin's Press,3.7,3
http://images.amazon.com/images/P/0316748641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316748641.01.LZZZZZZZ.jpg,0316748641,9780316748643.0,Pasquale's Nose: Idle Days in an Italian Town,Michael Rips,2002,Back Bay Books,3.0,3
http://images.amazon.com/images/P/0316973742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316973742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316973742.01.LZZZZZZZ.jpg,0316973742,9780316973748.0,The Gospel of Judas: A Novel,Simon Mawer,2002,Back Bay Books,1.2,3
http://images.amazon.com/images/P/0385235941.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385235941.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385235941.01.LZZZZZZZ.jpg,0385235941,9780385235945.0,"Prize Stories, 1987: The O'Henry Awards",William Abrahams,1987,Doubleday Books,6.0,3
http://images.amazon.com/images/P/0446677450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446677450.01.LZZZZZZZ.jpg,0446677450,9780446677455.0,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki,2000,Warner Books,5.4,3
http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166892.01.LZZZZZZZ.jpg,0451166892,9780451166890.0,The Pillars of the Earth,Ken Follett,1996,Signet Book,3.2,3
http://images.amazon.com/images/P/0553347594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553347594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553347594.01.LZZZZZZZ.jpg,0553347594,9780553347593.0,McDonald's: Behind the Arches,John F. Love,1995,Bantam,6.2,3
http://images.amazon.com/images/P/0671621009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671621009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671621009.01.LZZZZZZZ.jpg,0671621009,9780671621001.0,Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!,Robert G. Allen,1986,Fireside,5.5,3
http://images.amazon.com/images/P/0684822733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684822733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684822733.01.LZZZZZZZ.jpg,0684822733,9780684822730.0,"Love, Miracles, and Animal Healing : A heartwarming look at the spiritual bond between animals and humans",Pam Proctor,1996,Fireside,0.0,3
http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,0786868716,9780786868711.0,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,4.5,3
http://images.amazon.com/images/P/8472238822.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472238822.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472238822.01.LZZZZZZZ.jpg,8472238822,9788472238824.0,Tu Nombre Escrito En El Agua (La Sonrisa Vertical),Irene Gonzalez Frei,2002,Tusquets,3.5,3
http://images.amazon.com/images/P/0671864769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864769.01.LZZZZZZZ.jpg,0671864769,9780671864767.0,Relics (Star Trek: The Next Generation),Michael Jan Friedman,1992,Star Trek,2.1,3
http://images.amazon.com/images/P/0671521519.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671521519.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671521519.01.LZZZZZZZ.jpg,0671521519,9780671521516.0,Bless The Beasts And Children : Bless The Beasts And Children,Glendon Swarthout,1995,Pocket,3.8,3
http://images.amazon.com/images/P/0440222303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222303.01.LZZZZZZZ.jpg,0440222303,9780440222309.0,"The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5)",Neal Barrett Jr.,1996,Dell,2.4,3
http://images.amazon.com/images/P/0312953453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312953453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312953453.01.LZZZZZZZ.jpg,0312953453,9780312953454.0,Blood Oath,David Morrell,1994,St. Martin's Press,2.5,3
http://images.amazon.com/images/P/0446608653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608653.01.LZZZZZZZ.jpg,0446608653,9780446608657.0,The Alibi,Sandra Brown,2000,Warner Books,2.0,3
http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612545.01.LZZZZZZZ.jpg,0446612545,9780446612548.0,The Beach House,James Patterson,2003,Warner Books,3.1,3
http://images.amazon.com/images/P/0446612618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612618.01.LZZZZZZZ.jpg,0446612618,9780446612616.0,A Kiss Remembered,Sandra Brown,2003,Warner Books,3.0,3
http://images.amazon.com/images/P/0451208080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451208080.01.LZZZZZZZ.jpg,0451208080,9780451208088.0,The Short Forever,Stuart Woods,2003,Signet Book,3.1,3
http://images.amazon.com/images/P/0553584383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584383.01.LZZZZZZZ.jpg,0553584383,9780553584387.0,Dead Aim,IRIS JOHANSEN,2004,Bantam Books,3.1,3
http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027360.01.LZZZZZZZ.jpg,0671027360,9780671027360.0,Angels &amp; Demons,Dan Brown,2001,Pocket Star,3.7,3
http://images.amazon.com/images/P/0812575954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575954.01.LZZZZZZZ.jpg,0812575954,9780812575958.0,The Deal,Joe Hutsko,2000,Tor Books (Mm),3.1,3
http://images.amazon.com/images/P/0316735736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316735736.01.LZZZZZZZ.jpg,0316735736,9780316735735.0,All He Ever Wanted: A Novel,Anita Shreve,2004,Back Bay Books,4.0,3
http://images.amazon.com/images/P/0743439740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743439740.01.LZZZZZZZ.jpg,0743439740,9780743439749.0,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule,2002,Pocket,2.9,3
http://images.amazon.com/images/P/0345372700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345372700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345372700.01.LZZZZZZZ.jpg,0345372700,9780345372703.0,"If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground",LEWIS GRIZZARD,1991,Ballantine Books,6.3,3
http://images.amazon.com/images/P/0380619458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg,0380619458,9780380619450.0,The Mosquito Coast,Paul Theroux,1990,Harper Mass Market Paperbacks (Mm),2.2,3
http://images.amazon.com/images/P/0446325805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446325805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg,0446325805,9780446325806.0,"If Love Were Oil, I'd Be About a Quart Low",Lewis Grizzard,1994,Warner Books (Mm),1.3,3
http://images.amazon.com/images/P/0451406923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451406923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451406923.01.LZZZZZZZ.jpg,0451406923,9780451406927.0,"Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims",Charles Hickey,1996,Onyx Books,4.8,3
http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,0671042858,9780671042851.0,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket,3.1,3
http://images.amazon.com/images/P/0743249992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743249992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743249992.01.LZZZZZZZ.jpg,0743249992,9780743249997.0,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,2003,Free Press,4.0,3
http://images.amazon.com/images/P/0840734530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0840734530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0840734530.01.LZZZZZZZ.jpg,0840734530,9780840734532.0,"The Oneprince (The Redaemian Chronicles, Book 1)",Bill Hand,1992,Thomas Nelson Inc,5.0,3
http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg,0425184226,9780425184226.0,The Sum of All Fears,Tom Clancy,2002,Berkley Publishing Group,2.3,3
http://images.amazon.com/images/P/0375500766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375500766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg,0375500766,9780375500763.0,Care Packages : Letters to Christopher Reeve from Strangers and Other Friends,DANA REEVE,1999,Random House,2.9,3
http://images.amazon.com/images/P/9724119378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9724119378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9724119378.01.LZZZZZZZ.jpg,9724119378,9789724119373.0,O Deus Das Pequenas Coisas,Roy,1998,Edicoes Asa,2.3,3
http://images.amazon.com/images/P/0451205197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205197.01.LZZZZZZZ.jpg,0451205197,9780451205193.0,Lady in Green/Minor Indiscretions (Signet Regency Romance),Barbara Metzger,2002,Signet Book,2.2,3
http://images.amazon.com/images/P/0060929790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg,0060929790,9780060929794.0,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998,Perennial,4.1,3
http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg,0060976845,9780060976842.0,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,3.3,3
http://images.amazon.com/images/P/0061099325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg,0061099325,9780061099328.0,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1992,HarperTorch,2.3,3
http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg,0671004573,9780671004576.0,Before I Say Good-Bye,Mary Higgins Clark,2001,Pocket,2.5,3
http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg,0446601640,9780446601641.0,Slow Waltz in Cedar Bend,Robert James Waller,1994,Warner Books,1.6,3
http://images.amazon.com/images/P/0330484516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330484516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330484516.01.LZZZZZZZ.jpg,0330484516,9780330484510.0,Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title),Rachel Harris,2001,Pan Macmillan,0.0,3
http://images.amazon.com/images/P/0393020371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393020371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393020371.01.LZZZZZZZ.jpg,0393020371,9780393020373.0,Next: The Future Just Happened,Michael Lewis,2001,W.W. Norton &amp; Company,2.1,3
http://images.amazon.com/images/P/1900850303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1900850303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg,1900850303,9781900850308.0,The Angelic Darkness,Richard Zimler,1999,Arcadia Books,4.0,3
http://images.amazon.com/images/P/1903019699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1903019699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1903019699.01.LZZZZZZZ.jpg,1903019699,9781903019696.0,The Soulbane Stratagem,Norman Jetmundsen,2000,"John Hunt Publishing, Ltd.",0.0,3
http://images.amazon.com/images/P/0345425294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345425294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg,0345425294,9780345425294.0,Gangster,Lorenzo Carcaterra,2002,Fawcett Books,1.4,3
http://images.amazon.com/images/P/0451410319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg,0451410319,9780451410313.0,Hush,Anne Frasier,2002,Onyx Books,3.1,3
http://images.amazon.com/images/P/0553583468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg,0553583468,9780553583465.0,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)",Kay Hooper,2002,Bantam Books,3.0,3
http://images.amazon.com/images/P/8420639133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420639133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420639133.01.LZZZZZZZ.jpg,8420639133,9788420639130.0,Temor y Temblor,Soren Kierkegaard,2001,Alianza,0.0,3
http://images.amazon.com/images/P/8476409419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8476409419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8476409419.01.LZZZZZZZ.jpg,8476409419,9788476409411.0,Estudios sobre el amor,Jose Ortega Y Gaset,2001,Downtown Book Center,8.0,3
http://images.amazon.com/images/P/0380778556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg,0380778556,9780380778553.0,Rebecca,Daphne Du Maurier,1994,Avon,3.8,3
http://images.amazon.com/images/P/0451525221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg,0451525221,9780451525222.0,Scarlet Letter,Nathaniel Hawthorne,1993,Signet Book,2.8,3
http://images.amazon.com/images/P/0002740230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002740230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002740230.01.LZZZZZZZ.jpg,0002740230,9780002740234.0,Keep It Simple: And Get More Out of Life,Nick Page,1999,Trafalgar Square,7.0,3
http://images.amazon.com/images/P/0385336772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg,0385336772,9780385336772.0,Diary of a Mad Mom-To-Be,Laura Wolf,2003,Delta,3.6,3
http://images.amazon.com/images/P/0440949424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440949424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg,0440949424,9780440949428.0,Locked in Time (Laurel Leaf Books),LOIS DUNCAN,1986,Laure Leaf,2.6,3
http://images.amazon.com/images/P/0505524996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg,0505524996,9780505524997.0,Contact,Susan Grant,2002,Love Spell,0.8,3
http://images.amazon.com/images/P/0140252800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg,0140252800,9780140252804.0,The Brimstone Wedding,Barbara Vine,1997,Penguin Books Ltd,4.2,3
http://images.amazon.com/images/P/0451452755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451452755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451452755.01.LZZZZZZZ.jpg,0451452755,9780451452757.0,The Catswold Portal,Shirley Rousseau Murphy,1993,Roc,0.2,3
http://images.amazon.com/images/P/0812575482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg,0812575482,9780812575484.0,Through Wolf's Eyes (Wolf),Jane Lindskold,2002,Tor Fantasy,3.7,3
http://images.amazon.com/images/P/0060801263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg,0060801263,9780060801267.0,Tree Grows In Brooklyn,Betty Smith,1988,Harpercollins Publisher,3.0,3
http://images.amazon.com/images/P/0061030147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030147.01.LZZZZZZZ.jpg,0061030147,9780061030147.0,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",Cybill Shepherd,2001,Avon Books,1.9,3
http://images.amazon.com/images/P/0140250964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140250964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140250964.01.LZZZZZZZ.jpg,0140250964,9780140250961.0,Snow Angels,Stewart O'Nan,1995,Penguin Books,4.2,3
http://images.amazon.com/images/P/0446527165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg,0446527165,9780446527163.0,Wish You Well,David Baldacci,2000,Warner Books,3.0,3
http://images.amazon.com/images/P/0671461494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.LZZZZZZZ.jpg,0671461494,9780671461492.0,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1982,Pocket,3.6,3
http://images.amazon.com/images/P/0385337639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg,0385337639,9780385337632.0,Crow Lake (Today Show Book Club #7),Mary Lawson,2003,Delta,3.4,3
http://images.amazon.com/images/P/0451206673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg,0451206673,9780451206671.0,Pen Pals,Olivia Goldsmith,2002,Signet Book,3.1,3
http://images.amazon.com/images/P/0330332775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg,0330332775,9780330332774.0,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK),4.1,3
http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg,0486284735,9780486284736.0,Pride and Prejudice (Dover Thrift Editions),Jane Austen,1995,Dover Publications,4.3,3
http://images.amazon.com/images/P/0671021745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg,0671021745,9780671021740.0,EYE ON CRIME: HARDY BOYS #153,Franklin W. Dixon,1998,Aladdin,3.7,3
http://images.amazon.com/images/P/0671047612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg,0671047612,9780671047610.0,Skin And Bones,Franklin W. Dixon,2000,Aladdin,4.0,3
http://images.amazon.com/images/P/0671504282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671504282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg,0671504282,9780671504281.0,"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)",Franklin W. Dixon,1995,Simon Pulse,3.0,3
http://images.amazon.com/images/P/0399138684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg,0399138684,9780399138683.0,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,1994,Putnam Pub Group,2.3,3
http://images.amazon.com/images/P/0785263292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785263292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg,0785263292,9780785263296.0,"If Singleness Is a Gift, What's the Return Policy?",Holly Virden,2003,Nelson Books,2.5,3
http://images.amazon.com/images/P/0830714014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830714014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg,0830714014,9780830714018.0,Always Daddy's Girl: Understanding Your Father's Impact on Who You Are,H. Norman Wright,1989,Regal Books,0.0,3
http://images.amazon.com/images/P/0345354931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg,0345354931,9780345354938.0,Night Mare (Xanth Novels (Paperback)),Piers Anthony,1990,Del Rey Books,4.2,3
http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg,0553278223,9780553278224.0,The Martian Chronicles,RAY BRADBURY,1984,Spectra,4.0,3
http://images.amazon.com/images/P/3150000335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3150000335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3150000335.01.LZZZZZZZ.jpg,3150000335,9783150000335.0,Kabale Und Liebe,Schiller,0,"Philipp Reclam, Jun Verlag GmbH",2.7,3
http://images.amazon.com/images/P/3257203659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257203659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257203659.01.LZZZZZZZ.jpg,3257203659,9783257203653.0,Der illustrierte Mann. ErzÃ?Â¤hlungen.,Ray Bradbury,2002,Diogenes,7.7,3
http://images.amazon.com/images/P/3257207522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257207522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg,3257207522,9783257207521.0,Der KÃ?Â¶nig in Gelb.,Raymond Chandler,1980,Diogenes Verlag,10.0,3
http://images.amazon.com/images/P/3257208626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg,3257208626,9783257208627.0,Fahrenheit 451,Ray Bradbury,1994,Distribooks Inc,4.2,3
http://images.amazon.com/images/P/3257208634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg,3257208634,9783257208634.0,Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.,Ray Bradbury,1981,Diogenes Verlag,10.0,3
http://images.amazon.com/images/P/3257208669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg,3257208669,9783257208665.0,Das BÃ?Â¶se kommt auf leisen Sohlen.,Ray Bradbury,2003,Diogenes,4.5,3
http://images.amazon.com/images/P/3257210450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257210450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg,3257210450,9783257210453.0,LÃ?Â¶wenzahnwein. Roman.,Ray Bradbury,1999,Diogenes Verlag,5.0,3
http://images.amazon.com/images/P/3257212054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257212054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg,3257212054,9783257212051.0,Das Kind von morgen. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,Diogenes Verlag,5.0,3
